season,week,date,type,team,trade_partner,player_added,position_added,value_added,player_dropped,position_dropped,value_dropped,faab_bid,waiver_priority,value,trade_initiator,items_gained,items_lost,transaction_id,service_key
2021,11,2021-11-20 04:01:32,drop,Cambrias,,,,,Chris Carson,RB,,,,0,0,,Chris Carson (RB/SEA),2266228,406.l.428007.tr.299
2021,11,2021-11-19 22:01:30,add/drop,John Juliano,,Alex Collins,RB,-24.75,Jamal Agnew,WR,-29.52,,,0,0,Alex Collins (RB/FA) [-24.75],Jamal Agnew (WR/JAX) [-29.52],2266089,406.l.428007.tr.298
2021,11,2021-11-18 18:12:59,add/drop,Richie,,Los Angeles Chargers,DEF,-1.65,Denver Broncos,DEF,-1.24,,,0,0,Los Angeles Chargers (DEF/LAC) [-1.65],Denver Broncos (DEF/DEN) [-1.24],2265942,406.l.428007.tr.297
2021,11,2021-11-18 18:10:42,add,Richie,,Cole Kmet,TE,0,,,,,,0,0,Cole Kmet (TE/CHI) [0],,2265943,406.l.428007.tr.296
2021,11,2021-11-18 18:09:00,add/drop,Richie,,Chase McLaughlin,K,-16.47,Matt Gay,K,1.65,,,-1.65,0,Chase McLaughlin (K/CLE) [-16.47],Matt Gay (K/LAR) [1.65],2265944,406.l.428007.tr.295
2021,11,2021-11-17 16:12:16,add/drop,Pung & Tralie,,Jimmy Garoppolo,QB,-2.05,Nyheim Hines,RB,-14.04,,,0,0,Jimmy Garoppolo (QB/SF) [-2.05],Nyheim Hines (RB/IND) [-14.04],2266160,406.l.428007.tr.294
2021,11,2021-11-17 13:16:47,add/drop,Cambrias,,Tua Tagovailoa,QB,-7.52,Alex Collins,RB,-24.75,,,0,0,Tua Tagovailoa (QB/MIA) [-7.52],Alex Collins (RB/FA) [-24.75],2266229,406.l.428007.tr.293
2021,11,2021-11-17 08:58:01,add/drop,John Juliano,,Philadelphia Eagles,DEF,0,Pittsburgh Steelers,DEF,-2.47,,,0,0,Philadelphia Eagles (DEF/PHI) [0],Pittsburgh Steelers (DEF/PIT) [-2.47],2266090,406.l.428007.tr.292
2021,11,2021-11-17 08:43:18,add/drop,Chris & Dom,,San Francisco 49ers,DEF,4.53,Teddy Bridgewater,QB,-19.22,5,,4.53,0,San Francisco 49ers (DEF/SF) [4.53],Teddy Bridgewater (QB/DEN) [-19.22],2266014,406.l.428007.tr.286
2021,11,2021-11-17 08:43:18,add/drop,John Juliano,,Dustin Hopkins,K,2.47,Matt Prater,K,0,,,2.47,0,Dustin Hopkins (K/WAS) [2.47],Matt Prater (K/ARI) [0],2266091,406.l.428007.tr.290
2021,11,2021-11-17 08:43:18,add/drop,John Juliano,,Jamal Agnew,WR,-29.52,T.Y. Hilton,WR,-10.54,,,0,0,Jamal Agnew (WR/JAX) [-29.52],T.Y. Hilton (WR/FA) [-10.54],2266092,406.l.428007.tr.289
2021,11,2021-11-17 08:43:18,add/drop,John Juliano,,Kendrick Bourne,WR,-6.38,Ben Skowronek,WR,-24.79,,,0,0,Kendrick Bourne (WR/NE) [-6.38],Ben Skowronek (WR/HOU) [-24.79],2266093,406.l.428007.tr.288
2021,11,2021-11-17 08:43:18,add/drop,Pung & Tralie,,Miami Dolphins,DEF,10.29,Indianapolis Colts,DEF,2.88,1,,7.41,0,Miami Dolphins (DEF/MIA) [10.29],Indianapolis Colts (DEF/IND) [2.88],2266161,406.l.428007.tr.287
2021,11,2021-11-17 08:43:18,add/drop,Pung & Tralie,,D'Onta Foreman,RB,1.52,Adrian Peterson,RB,-22.28,6,,1.52,0,D'Onta Foreman (RB/CLE) [1.52],Adrian Peterson (RB/FA) [-22.28],2266162,406.l.428007.tr.285
2021,10,2021-11-15 05:17:25,add/drop,John Juliano,,Ben Skowronek,WR,-31.53,Jeremy McNichols,RB,-28.71,,,0,0,Ben Skowronek (WR/HOU) [-31.53],Jeremy McNichols (RB/TEN) [-28.71],2266094,406.l.428007.tr.284
2021,10,2021-11-14 17:10:21,add/drop,Rob & GregBo,,Boston Scott,RB,-6.02,Jason Myers,K,-7.53,,,0,0,Boston Scott (RB/LAR) [-6.02],Jason Myers (K/SEA) [-7.53],2266183,406.l.428007.tr.283
2021,10,2021-11-14 16:59:35,add/drop,Chris & Dom,,Teddy Bridgewater,QB,-22.44,Carlos Hyde,RB,-30.54,,,0,0,Teddy Bridgewater (QB/DEN) [-22.44],Carlos Hyde (RB/JAX) [-30.54],2266015,406.l.428007.tr.282
2021,10,2021-11-14 16:39:30,add/drop,Chris & Dom,,Hunter Henry,TE,-0.66,Ricky Seals-Jones,TE,-21.84,,,0,0,Hunter Henry (TE/NE) [-0.66],Ricky Seals-Jones (TE/FA) [-21.84],2266016,406.l.428007.tr.281
2021,10,2021-11-14 15:17:55,add/drop,Chris & Dom,,Ricky Seals-Jones,TE,-21.84,Daniel Jones,QB,-38.67,,,0,0,Ricky Seals-Jones (TE/FA) [-21.84],Daniel Jones (QB/NYG) [-38.67],2266017,406.l.428007.tr.280
2021,10,2021-11-14 15:14:45,drop,Frank & Julian,,,,,Jamaal Williams,RB,-15.29,,,0,0,,Jamaal Williams (RB/DET) [-15.29],2266276,406.l.428007.tr.279
2021,10,2021-11-14 13:36:20,add/drop,Cambrias,,Kadarius Toney,WR,-31.76,Jamison Crowder,WR,-18.02,,,0,0,Kadarius Toney (WR/NYG) [-31.76],Jamison Crowder (WR/WAS) [-18.02],2266230,406.l.428007.tr.278
2021,10,2021-11-14 13:34:38,add/drop,Pung & Tralie,,Nyheim Hines,RB,-17.93,Kadarius Toney,WR,-31.76,,,0,0,Nyheim Hines (RB/IND) [-17.93],Kadarius Toney (WR/NYG) [-31.76],2266163,406.l.428007.tr.277
2021,10,2021-11-13 21:58:19,add/drop,Ronnie,,Mecole Hardman,WR,-20.8,Robert Woods,WR,,,,0,0,Mecole Hardman (WR/KC) [-20.8],Robert Woods (WR/LAR),2266206,406.l.428007.tr.276
2021,10,2021-11-13 17:46:15,add/drop,Cambrias,,Van Jefferson,WR,-4.94,Hunter Henry,TE,-0.66,,,0,0,Van Jefferson (WR/LAR) [-4.94],Hunter Henry (TE/NE) [-0.66],2266231,406.l.428007.tr.275
2021,10,2021-11-13 11:59:20,add/drop,Cambrias,,Jamison Crowder,WR,-18.02,Jared Cook,TE,-7.01,,,0,0,Jamison Crowder (WR/WAS) [-18.02],Jared Cook (TE/LAC) [-7.01],2266232,406.l.428007.tr.274
2021,10,2021-11-12 19:58:11,drop,Richie,,,,,Taysom Hill,QB,-12.19,,,0,0,,Taysom Hill (QB/NO) [-12.19],2265945,406.l.428007.tr.273
2021,10,2021-11-12 19:58:11,trade,Richie,Nolan & Vinny,,,,,,,,,7.05,1,Diontae Johnson (WR/PIT) [27.01] | DeVonta Smith (WR/PHI) [-4.94],Deebo Samuel (WR/SF) [27.91] | A.J. Green (WR/ARI) [-12.89],2265946,406.l.428007.tr.272
2021,10,2021-11-12 19:58:11,trade,Nolan & Vinny,Richie,,,,,,,,,-7.05,0,Deebo Samuel (WR/SF) [27.91] | A.J. Green (WR/ARI) [-12.89],Diontae Johnson (WR/PIT) [27.01] | DeVonta Smith (WR/PHI) [-4.94],2266129,406.l.428007.tr.272
2021,10,2021-11-11 00:08:58,add/drop,Rob & GregBo,,Kenneth Gainwell,RB,-21.98,Nelson Agholor,WR,-25.04,,,0,0,Kenneth Gainwell (RB/PHI) [-21.98],Nelson Agholor (WR/NE) [-25.04],2266184,406.l.428007.tr.271
2021,10,2021-11-10 17:22:23,add/drop,Frank & Julian,,Brandon Bolden,RB,-14.68,Derrick Gore,RB,-18.49,,,0,0,Brandon Bolden (RB/NE) [-14.68],Derrick Gore (RB/FA) [-18.49],2266277,406.l.428007.tr.270
2021,10,2021-11-10 17:22:10,drop,Frank & Julian,,,,,Khalil Herbert,RB,-25.88,,,0,0,,Khalil Herbert (RB/CHI) [-25.88],2266278,406.l.428007.tr.269
2021,10,2021-11-10 13:18:11,add/drop,Richie,,Mark Ingram,RB,-14.96,Kenneth Gainwell,RB,-21.98,,,0,0,Mark Ingram (RB/HOU) [-14.96],Kenneth Gainwell (RB/PHI) [-21.98],2265947,406.l.428007.tr.268
2021,10,2021-11-10 12:30:48,add/drop,Antdell & Ernie,,Jordan Howard,RB,-21.32,Boston Scott,RB,-6.02,,,0,0,Jordan Howard (RB/FA) [-21.32],Boston Scott (RB/LAR) [-6.02],2265970,406.l.428007.tr.267
2021,10,2021-11-10 12:29:50,add/drop,Antdell & Ernie,,Pat Freiermuth,TE,0.66,Sony Michel,RB,6.73,,,-6.07,0,Pat Freiermuth (TE/PIT) [0.66],Sony Michel (RB/LAR) [6.73],2265971,406.l.428007.tr.266
2021,10,2021-11-10 12:29:31,add/drop,Antdell & Ernie,,Chris Boswell,K,7.06,Younghoe Koo,K,-6.59,,,7.06,0,Chris Boswell (K/PIT) [7.06],Younghoe Koo (K/ATL) [-6.59],2265972,406.l.428007.tr.265
2021,10,2021-11-10 10:59:27,add/drop,Cambrias,,Daniel Carlson,K,6.12,Greg Zuerlein,K,-0.47,,,6.12,0,Daniel Carlson (K/LV) [6.12],Greg Zuerlein (K/DAL) [-0.47],2266233,406.l.428007.tr.264
2021,10,2021-11-10 09:29:04,add/drop,Nolan & Vinny,,Tennessee Titans,DEF,0,Miami Dolphins,DEF,17.88,,,-17.88,0,Tennessee Titans (DEF/TEN) [0],Miami Dolphins (DEF/MIA) [17.88],2266130,406.l.428007.tr.263
2021,10,2021-11-10 08:22:18,add,Antdell & Ernie,,Eno Benjamin,RB,-32.56,,,,,,0,0,Eno Benjamin (RB/NO) [-32.56],,2265973,406.l.428007.tr.258
2021,10,2021-11-10 08:22:18,add/drop,Chris & Dom,,Devonta Freeman,RB,6.49,Mecole Hardman,WR,-20.8,,,6.49,0,Devonta Freeman (RB/FA) [6.49],Mecole Hardman (WR/KC) [-20.8],2266018,406.l.428007.tr.260
2021,10,2021-11-10 08:22:18,add/drop,Chris & Dom,,Baltimore Ravens,DEF,-2.82,Cincinnati Bengals,DEF,0,3,,0,0,Baltimore Ravens (DEF/BAL) [-2.82],Cincinnati Bengals (DEF/CIN) [0],2266019,406.l.428007.tr.257
2021,10,2021-11-10 08:22:18,add/drop,Phil Baldino,,Elijah Moore,WR,-5.84,Michael Thomas,WR,,15,,0,0,Elijah Moore (WR/NYJ) [-5.84],Michael Thomas (WR/FA),2266063,406.l.428007.tr.254
2021,10,2021-11-10 08:22:18,add/drop,John Juliano,,Donovan Peoples-Jones,WR,-21.08,Darius Slayton,WR,-30.4,5,,0,0,Donovan Peoples-Jones (WR/CLE) [-21.08],Darius Slayton (WR/NYG) [-30.4],2266095,406.l.428007.tr.256
2021,10,2021-11-10 08:22:18,add/drop,John Juliano,,Rhamondre Stevenson,RB,-0.47,Bryan Edwards,WR,-21.22,8,,0,0,Rhamondre Stevenson (RB/NE) [-0.47],Bryan Edwards (WR/LV) [-21.22],2266096,406.l.428007.tr.255
2021,10,2021-11-10 08:22:18,add,Nolan & Vinny,,Carson Wentz,QB,-10.37,,,,,,0,0,Carson Wentz (QB/IND) [-10.37],,2266131,406.l.428007.tr.259
2021,10,2021-11-09 17:42:39,drop,Chris & Dom,,,,,C.J. Uzomah,TE,-10.12,,,0,0,,C.J. Uzomah (TE/CIN) [-10.12],2266020,406.l.428007.tr.253
2021,10,2021-11-09 12:26:21,drop,Nolan & Vinny,,,,,Evan McPherson,K,10.82,,,-10.82,0,,Evan McPherson (K/CIN) [10.82],2266132,406.l.428007.tr.252
2021,9,2021-11-08 17:51:21,drop,Antdell & Ernie,,,,,Van Jefferson,WR,-6.51,,,0,0,,Van Jefferson (WR/LAR) [-6.51],2265974,406.l.428007.tr.251
2021,9,2021-11-07 15:53:38,add/drop,Chris & Dom,,Daniel Jones,QB,-45.55,Tua Tagovailoa,QB,-14.79,,,0,0,Daniel Jones (QB/NYG) [-45.55],Tua Tagovailoa (QB/MIA) [-14.79],2266021,406.l.428007.tr.250
2021,9,2021-11-07 14:59:53,add/drop,Chris & Dom,,Tua Tagovailoa,QB,-14.79,Russell Gage,WR,8.84,,,-8.84,0,Tua Tagovailoa (QB/MIA) [-14.79],Russell Gage (WR/ATL) [8.84],2266022,406.l.428007.tr.249
2021,9,2021-11-07 14:59:14,add/drop,Chris & Dom,,C.J. Uzomah,TE,-12.49,Albert Okwuegbunam,TE,-11.17,,,0,0,C.J. Uzomah (TE/CIN) [-12.49],Albert Okwuegbunam (TE/DEN) [-11.17],2266023,406.l.428007.tr.248
2021,9,2021-11-07 14:58:15,add,Chris & Dom,,Albert Okwuegbunam,TE,-11.17,,,,,,0,0,Albert Okwuegbunam (TE/DEN) [-11.17],,2266024,406.l.428007.tr.247
2021,9,2021-11-07 14:48:18,add,Chris & Dom,,Mecole Hardman,WR,-25.46,,,,,,0,0,Mecole Hardman (WR/KC) [-25.46],,2266025,406.l.428007.tr.246
2021,9,2021-11-07 14:41:52,add/drop,Frank & Julian,,Dan Arnold,TE,-24.56,C.J. Uzomah,TE,-12.49,,,0,0,Dan Arnold (TE/CAR) [-24.56],C.J. Uzomah (TE/CIN) [-12.49],2266279,406.l.428007.tr.245
2021,9,2021-11-05 23:15:53,trade,Nolan & Vinny,Cambrias,,,,,,,,,52.95,1,Ja'Marr Chase (WR/CIN) [24.62] | Darrel Williams (RB/KC) [10.59] | Zack Moss (RB/CIN) [-31.61],Christian McCaffrey (RB/CAR) [-8.95] | Jerry Jeudy (WR/DEN) [-18.69] | Chuba Hubbard (RB/CAR) [-21.71],2266133,406.l.428007.tr.244
2021,9,2021-11-05 23:15:53,trade,Cambrias,Nolan & Vinny,,,,,,,,,-52.95,0,Christian McCaffrey (RB/CAR) [-8.95] | Jerry Jeudy (WR/DEN) [-18.69] | Chuba Hubbard (RB/CAR) [-21.71],Ja'Marr Chase (WR/CIN) [24.62] | Darrel Williams (RB/KC) [10.59] | Zack Moss (RB/CIN) [-31.61],2266234,406.l.428007.tr.244
2021,9,2021-11-05 23:07:45,drop,Cambrias,,,,,San Francisco 49ers,DEF,7.41,,,-7.41,0,,San Francisco 49ers (DEF/SF) [7.41],2266235,406.l.428007.tr.243
2021,9,2021-11-05 20:10:12,drop,Chris & Dom,,,,,Latavius Murray,RB,-29.17,,,0,0,,Latavius Murray (RB/BAL) [-29.17],2266026,406.l.428007.tr.242
2021,9,2021-11-05 20:06:21,add/drop,Chris & Dom,,Russell Gage,WR,8.84,Minnesota Vikings,DEF,-2.65,,,8.84,0,Russell Gage (WR/ATL) [8.84],Minnesota Vikings (DEF/MIN) [-2.65],2266027,406.l.428007.tr.241
2021,9,2021-11-05 20:01:40,add,Frank & Julian,,Las Vegas Raiders,DEF,-21.18,,,,,,0,0,Las Vegas Raiders (DEF/LV) [-21.18],,2266280,406.l.428007.tr.240
2021,9,2021-11-05 20:01:03,drop,Frank & Julian,,,,,DeVante Parker,WR,-30.49,,,0,0,,DeVante Parker (WR/MIA) [-30.49],2266281,406.l.428007.tr.239
2021,9,2021-11-05 15:33:57,add,Frank & Julian,,Brandon Aiyuk,WR,12.28,,,,,,12.28,0,Brandon Aiyuk (WR/SF) [12.28],,2266282,406.l.428007.tr.238
2021,9,2021-11-04 16:14:32,add/drop,Antdell & Ernie,,Van Jefferson,WR,-6.51,Marlon Mack,RB,,,,0,0,Van Jefferson (WR/LAR) [-6.51],Marlon Mack (RB/ARI),2265975,406.l.428007.tr.237
2021,9,2021-11-04 01:52:54,add,Cambrias,,Jared Cook,TE,-6.67,,,,,,0,0,Jared Cook (TE/LAC) [-6.67],,2266236,406.l.428007.tr.236
2021,9,2021-11-03 19:17:44,add/drop,Rob & GregBo,,Nelson Agholor,WR,-32.88,Henry Ruggs,WR,,,,0,0,Nelson Agholor (WR/NE) [-32.88],Henry Ruggs (WR/LV),2266185,406.l.428007.tr.235
2021,9,2021-11-03 18:20:49,add/drop,John Juliano,,Bryan Edwards,WR,-28.59,Kalif Raymond,WR,-29.44,,,0,0,Bryan Edwards (WR/LV) [-28.59],Kalif Raymond (WR/DET) [-29.44],2266097,406.l.428007.tr.234
2021,9,2021-11-03 16:28:06,add,Frank & Julian,,Derrick Gore,RB,-24.04,,,,,,0,0,Derrick Gore (RB/FA) [-24.04],,2266283,406.l.428007.tr.233
2021,9,2021-11-03 14:06:42,add,Frank & Julian,,Ty Johnson,RB,-14.93,,,,,,0,0,Ty Johnson (RB/NYJ) [-14.93],,2266284,406.l.428007.tr.232
2021,9,2021-11-03 14:06:01,add/drop,Phil Baldino,,Kenny Golladay,WR,-29.38,Robert Tonyan,TE,,,,0,0,Kenny Golladay (WR/NYG) [-29.38],Robert Tonyan (TE/GB),2266064,406.l.428007.tr.231
2021,9,2021-11-03 11:00:35,add/drop,Richie,,Taysom Hill,QB,-19.13,Deshaun Watson,QB,,,,0,0,Taysom Hill (QB/NO) [-19.13],Deshaun Watson (QB/CLE),2265948,406.l.428007.tr.230
2021,9,2021-11-03 10:16:18,add/drop,Chris & Dom,,Carlos Hyde,RB,-35.79,Ricky Seals-Jones,TE,-29.06,,,0,0,Carlos Hyde (RB/JAX) [-35.79],Ricky Seals-Jones (TE/FA) [-29.06],2266028,406.l.428007.tr.229
2021,9,2021-11-03 07:26:32,add/drop,Nolan & Vinny,,Evan McPherson,K,11.12,Jared Cook,TE,-6.67,,,11.12,0,Evan McPherson (K/CIN) [11.12],Jared Cook (TE/LAC) [-6.67],2266134,406.l.428007.tr.227
2021,9,2021-11-03 07:26:31,add/drop,Richie,,Derek Carr,QB,-3.67,Teddy Bridgewater,QB,-20,,,0,0,Derek Carr (QB/LV) [-3.67],Teddy Bridgewater (QB/DEN) [-20],2265949,406.l.428007.tr.225
2021,9,2021-11-03 07:26:31,add/drop,Chris & Dom,,Hunter Renfrow,WR,30.76,Rashaad Penny,RB,4.39,8,,26.37,0,Hunter Renfrow (WR/LV) [30.76],Rashaad Penny (RB/SEA) [4.39],2266029,406.l.428007.tr.222
2021,9,2021-11-03 07:26:31,add/drop,John Juliano,,Jeremy McNichols,RB,-33.62,Brandon Bolden,RB,-15.94,50,,0,0,Jeremy McNichols (RB/TEN) [-33.62],Brandon Bolden (RB/NE) [-15.94],2266098,406.l.428007.tr.220
2021,9,2021-11-03 07:26:31,add/drop,Nolan & Vinny,,Miami Dolphins,DEF,24.35,Los Angeles Chargers,DEF,-6.88,,,24.35,0,Miami Dolphins (DEF/MIA) [24.35],Los Angeles Chargers (DEF/LAC) [-6.88],2266135,406.l.428007.tr.226
2021,9,2021-11-03 07:26:31,add/drop,Pung & Tralie,,Adrian Peterson,RB,-31.45,Randall Cobb,WR,-31.29,17,,0,0,Adrian Peterson (RB/FA) [-31.45],Randall Cobb (WR/GB) [-31.29],2266164,406.l.428007.tr.221
2021,9,2021-11-03 07:26:31,add/drop,Rob & GregBo,,Jake Elliott,K,9,Seattle Seahawks,DEF,-7.94,3,,9,0,Jake Elliott (K/PHI) [9],Seattle Seahawks (DEF/SEA) [-7.94],2266186,406.l.428007.tr.223
2021,9,2021-11-03 07:26:31,add,Frank & Julian,,DeVante Parker,WR,-30.49,,,,3,,0,0,DeVante Parker (WR/MIA) [-30.49],,2266285,406.l.428007.tr.224
2021,9,2021-11-02 17:17:49,drop,Frank & Julian,,,,,Daniel Jones,QB,-45.55,,,0,0,,Daniel Jones (QB/NYG) [-45.55],2266286,406.l.428007.tr.219
2021,9,2021-11-02 12:58:47,drop,Frank & Julian,,,,,Evan McPherson,K,11.12,,,-11.12,0,,Evan McPherson (K/CIN) [11.12],2266287,406.l.428007.tr.218
2021,8,2021-10-31 14:49:21,add/drop,Frank & Julian,,Daniel Jones,QB,-48.68,Russell Gage,WR,2.29,,,-2.29,0,Daniel Jones (QB/NYG) [-48.68],Russell Gage (WR/ATL) [2.29],2266288,406.l.428007.tr.217
2021,8,2021-10-31 12:28:18,add/drop,Ronnie,,Tyler Conklin,TE,4.47,Cole Kmet,TE,0,,,4.47,0,Tyler Conklin (TE/MIN) [4.47],Cole Kmet (TE/CHI) [0],2266207,406.l.428007.tr.216
2021,8,2021-10-30 09:14:14,add/drop,Phil Baldino,,David Johnson,RB,-40.65,Robbie Chosen,WR,-21.88,,,0,0,David Johnson (RB/HOU) [-40.65],Robbie Chosen (WR/CAR) [-21.88],2266065,406.l.428007.tr.215
2021,8,2021-10-28 22:15:59,add/drop,Richie,,Teddy Bridgewater,QB,-22.33,Tua Tagovailoa,QB,-15.02,,,0,0,Teddy Bridgewater (QB/DEN) [-22.33],Tua Tagovailoa (QB/MIA) [-15.02],2265950,406.l.428007.tr.214
2021,8,2021-10-28 18:34:38,add,Pung & Tralie,,Randall Cobb,WR,-32.59,,,,,,0,0,Randall Cobb (WR/GB) [-32.59],,2266165,406.l.428007.tr.213
2021,8,2021-10-28 17:51:07,add/drop,Antdell & Ernie,,Boston Scott,RB,-5.18,Marquez Valdes-Scantling,WR,-23.29,,,0,0,Boston Scott (RB/LAR) [-5.18],Marquez Valdes-Scantling (WR/GB) [-23.29],2265976,406.l.428007.tr.212
2021,8,2021-10-28 11:26:21,add/drop,John Juliano,,Kalif Raymond,WR,-40.24,Kendrick Bourne,WR,-5.59,,,0,0,Kalif Raymond (WR/DET) [-40.24],Kendrick Bourne (WR/NE) [-5.59],2266099,406.l.428007.tr.211
2021,8,2021-10-28 03:16:14,add/drop,Team JoeBa,,Mason Crosby,K,-1.76,Brandon McManus,K,-1.76,,,0,0,Mason Crosby (K/GB) [-1.76],Brandon McManus (K/DEN) [-1.76],2266265,406.l.428007.tr.210
2021,8,2021-10-28 00:25:15,drop,Richie,,,,,Tim Patrick,WR,-27.71,,,0,0,,Tim Patrick (WR/DEN) [-27.71],2265951,406.l.428007.tr.209
2021,8,2021-10-28 00:25:15,trade,Richie,Pung & Tralie,,,,,,,,,-14.65,0,J.D. McKissic (RB/WAS) [-24.24] | Tee Higgins (WR/CIN) [29.12],Josh Jacobs (RB/LV) [19.53],2265952,406.l.428007.tr.208
2021,8,2021-10-28 00:25:15,trade,Pung & Tralie,Richie,,,,,,,,,14.65,1,Josh Jacobs (RB/LV) [19.53],J.D. McKissic (RB/WAS) [-24.24] | Tee Higgins (WR/CIN) [29.12],2266166,406.l.428007.tr.208
2021,8,2021-10-27 13:20:38,add/drop,Nolan & Vinny,,Christian Kirk,WR,-0.93,Baltimore Ravens,DEF,-12.94,,,0,0,Christian Kirk (WR/ARI) [-0.93],Baltimore Ravens (DEF/BAL) [-12.94],2266136,406.l.428007.tr.207
2021,8,2021-10-27 13:19:47,add/drop,Frank & Julian,,Evan McPherson,K,14.71,Christian Kirk,WR,-0.93,,,14.71,0,Evan McPherson (K/CIN) [14.71],Christian Kirk (WR/ARI) [-0.93],2266289,406.l.428007.tr.206
2021,8,2021-10-27 10:32:24,add/drop,Nolan & Vinny,,Los Angeles Chargers,DEF,-9.41,Mecole Hardman,WR,-29.18,,,0,0,Los Angeles Chargers (DEF/LAC) [-9.41],Mecole Hardman (WR/KC) [-29.18],2266137,406.l.428007.tr.205
2021,8,2021-10-27 10:30:29,add/drop,Cambrias,,San Francisco 49ers,DEF,8.24,Hunter Renfrow,WR,26.65,,,-18.41,0,San Francisco 49ers (DEF/SF) [8.24],Hunter Renfrow (WR/LV) [26.65],2266237,406.l.428007.tr.204
2021,8,2021-10-27 10:05:46,add/drop,Antdell & Ernie,,Marquez Valdes-Scantling,WR,-23.29,Rondale Moore,WR,-37.76,,,0,0,Marquez Valdes-Scantling (WR/GB) [-23.29],Rondale Moore (WR/ARI) [-37.76],2265977,406.l.428007.tr.203
2021,8,2021-10-27 10:02:15,add/drop,Rob & GregBo,,Seattle Seahawks,DEF,-4.71,Rhamondre Stevenson,RB,-1.35,,,0,0,Seattle Seahawks (DEF/SEA) [-4.71],Rhamondre Stevenson (RB/NE) [-1.35],2266187,406.l.428007.tr.202
2021,8,2021-10-27 07:25:50,add/drop,Nolan & Vinny,,Jared Cook,TE,-7.18,Marquez Callaway,WR,-8.59,,,0,0,Jared Cook (TE/LAC) [-7.18],Marquez Callaway (WR/NO) [-8.59],2266138,406.l.428007.tr.197
2021,8,2021-10-27 07:25:50,add/drop,Cambrias,,Greg Zuerlein,K,-1.18,Daniel Carlson,K,8.24,,,-8.24,0,Greg Zuerlein (K/DAL) [-1.18],Daniel Carlson (K/LV) [8.24],2266238,406.l.428007.tr.198
2021,8,2021-10-27 07:25:49,add/drop,Richie,,Kenneth Gainwell,RB,-32.76,Amon-Ra St. Brown,WR,28.12,27,,-28.12,0,Kenneth Gainwell (RB/PHI) [-32.76],Amon-Ra St. Brown (WR/DET) [28.12],2265953,406.l.428007.tr.190
2021,8,2021-10-27 07:25:49,add/drop,Chris & Dom,,Cincinnati Bengals,DEF,-5.88,Miami Dolphins,DEF,23.53,11,,-23.53,0,Cincinnati Bengals (DEF/CIN) [-5.88],Miami Dolphins (DEF/MIA) [23.53],2266030,406.l.428007.tr.191
2021,8,2021-10-27 07:25:49,add/drop,John Juliano,,Kendrick Bourne,WR,-5.59,Donovan Peoples-Jones,WR,-29.35,3,,0,0,Kendrick Bourne (WR/NE) [-5.59],Donovan Peoples-Jones (WR/CLE) [-29.35],2266100,406.l.428007.tr.196
2021,8,2021-10-27 07:25:49,add/drop,John Juliano,,Brandon Bolden,RB,-21.47,New York Jets,DEF,-15.88,4,,0,0,Brandon Bolden (RB/NE) [-21.47],New York Jets (DEF/NYJ) [-15.88],2266101,406.l.428007.tr.195
2021,8,2021-10-27 07:25:49,add/drop,John Juliano,,Samaje Perine,RB,-31.41,Derek Carr,QB,-11.61,7,,0,0,Samaje Perine (RB/CIN) [-31.41],Derek Carr (QB/LV) [-11.61],2266102,406.l.428007.tr.192
2021,8,2021-10-27 07:25:49,add/drop,Ronnie,,Laviska Shenault,WR,-29.29,Mason Crosby,K,-1.76,7,,0,0,Laviska Shenault (WR/JAX) [-29.29],Mason Crosby (K/GB) [-1.76],2266208,406.l.428007.tr.193
2021,8,2021-10-27 07:25:49,add,Frank & Julian,,C.J. Uzomah,TE,-12,,,,4,,0,0,C.J. Uzomah (TE/CIN) [-12],,2266290,406.l.428007.tr.194
2021,8,2021-10-26 14:43:55,drop,Frank & Julian,,,,,Jameis Winston,QB,-70.27,,,0,0,,Jameis Winston (QB/NO) [-70.27],2266291,406.l.428007.tr.189
2021,8,2021-10-26 14:43:35,drop,Frank & Julian,,,,,Will Fuller,WR,,,,0,0,,Will Fuller (WR/FA),2266292,406.l.428007.tr.188
2021,8,2021-10-26 13:53:08,drop,Frank & Julian,,,,,Devonta Freeman,RB,7.12,,,-7.12,0,,Devonta Freeman (RB/FA) [7.12],2266293,406.l.428007.tr.187
2021,7,2021-10-25 21:04:55,drop,Phil Baldino,,,,,San Francisco 49ers,DEF,7.12,,,-7.12,0,,San Francisco 49ers (DEF/SF) [7.12],2266066,406.l.428007.tr.186
2021,7,2021-10-25 18:32:54,drop,Frank & Julian,,,,,Sterling Shepard,WR,-68.41,,,0,0,,Sterling Shepard (WR/NYG) [-68.41],2266294,406.l.428007.tr.185
2021,7,2021-10-24 15:46:23,add,Frank & Julian,,Christian Kirk,WR,0,,,,,,0,0,Christian Kirk (WR/ARI) [0],,2266295,406.l.428007.tr.184
2021,7,2021-10-24 15:38:41,add/drop,John Juliano,,Darius Slayton,WR,-57.21,Christian Kirk,WR,0,,,0,0,Darius Slayton (WR/NYG) [-57.21],Christian Kirk (WR/ARI) [0],2266103,406.l.428007.tr.183
2021,7,2021-10-24 12:54:30,add/drop,Frank & Julian,,Russell Gage,WR,4.65,Damien Williams,RB,-65.87,,,4.65,0,Russell Gage (WR/ATL) [4.65],Damien Williams (RB/CHI) [-65.87],2266296,406.l.428007.tr.182
